name_file,model,BATS,NOISE
/home/rasieira/Escritorio/INPUT/S50_01.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_01.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_01.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_01.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_01.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_02.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_02.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_02.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_02.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_02.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_03.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_03.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_03.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_03.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_03.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_04.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_04.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_04.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_04.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_04.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_05.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_05.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_05.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_05.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_05.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_06.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_06.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_06.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_06.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_06.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_07.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_07.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_07.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_07.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_07.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_08.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_08.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_08.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_08.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_08.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_09.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_09.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_09.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_09.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_09.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_10.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_10.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_10.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_10.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_10.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_11.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_11.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_11.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_11.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_11.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_12.wav,densenet121,False,True
/home/rasieira/Escritorio/INPUT/S50_12.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_12.wav,resnet101,False,True
/home/rasieira/Escritorio/INPUT/S50_12.wav,resnet50,False,True
/home/rasieira/Escritorio/INPUT/S50_12.wav,resnext50_32x4d,False,True
/home/rasieira/Escritorio/INPUT/S50_13.wav,densenet121,False,True
/home/rasieira/Escritorio/INPUT/S50_13.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_13.wav,resnet101,False,True
/home/rasieira/Escritorio/INPUT/S50_13.wav,resnet50,False,True
/home/rasieira/Escritorio/INPUT/S50_13.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_14.wav,densenet121,False,True
/home/rasieira/Escritorio/INPUT/S50_14.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_14.wav,resnet101,False,True
/home/rasieira/Escritorio/INPUT/S50_14.wav,resnet50,False,True
/home/rasieira/Escritorio/INPUT/S50_14.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_18.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_18.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_18.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_18.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_18.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_27.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_27.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_27.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_27.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_27.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_28.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_28.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_28.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_28.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_28.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_29.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_29.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_29.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_29.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_29.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_30.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_30.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_30.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_30.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_30.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_31.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_31.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_31.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_31.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_31.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_32.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_32.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_32.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_32.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_32.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_33.wav,densenet121,False,True
/home/rasieira/Escritorio/INPUT/S50_33.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_33.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_33.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_33.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_34.wav,densenet121,False,True
/home/rasieira/Escritorio/INPUT/S50_34.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_34.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_34.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_34.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_35.wav,densenet121,False,True
/home/rasieira/Escritorio/INPUT/S50_35.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_35.wav,resnet101,False,True
/home/rasieira/Escritorio/INPUT/S50_35.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_35.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_36.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_36.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_36.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_36.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_36.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_37.wav,densenet121,False,True
/home/rasieira/Escritorio/INPUT/S50_37.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_37.wav,resnet101,False,True
/home/rasieira/Escritorio/INPUT/S50_37.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_37.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_38.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_38.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_38.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_38.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_38.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_39.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_39.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_39.wav,resnet101,True,True
/home/rasieira/Escritorio/INPUT/S50_39.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_39.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_40.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_40.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_40.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_40.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_40.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_41.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_41.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_41.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_41.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_41.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_42.wav,densenet121,False,True
/home/rasieira/Escritorio/INPUT/S50_42.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_42.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_42.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_42.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_43.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_43.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_43.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_43.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_43.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_44.wav,densenet121,False,True
/home/rasieira/Escritorio/INPUT/S50_44.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_44.wav,resnet101,False,True
/home/rasieira/Escritorio/INPUT/S50_44.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_44.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_45.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_45.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_45.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_45.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_45.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_46.wav,densenet121,True,True
/home/rasieira/Escritorio/INPUT/S50_46.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_46.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_46.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_46.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_47.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_47.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_47.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_47.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_47.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_48.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_48.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_48.wav,resnet101,False,True
/home/rasieira/Escritorio/INPUT/S50_48.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_48.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_49.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_49.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_49.wav,resnet101,False,True
/home/rasieira/Escritorio/INPUT/S50_49.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_49.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_50.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_50.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_50.wav,resnet101,False,True
/home/rasieira/Escritorio/INPUT/S50_50.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_50.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_51.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_51.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_51.wav,resnet101,False,True
/home/rasieira/Escritorio/INPUT/S50_51.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_51.wav,resnext50_32x4d,False,False
/home/rasieira/Escritorio/INPUT/S50_52.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_52.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_52.wav,resnet101,True,True
/home/rasieira/Escritorio/INPUT/S50_52.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_52.wav,resnext50_32x4d,True,True
/home/rasieira/Escritorio/INPUT/S50_53.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_53.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_53.wav,resnet101,True,True
/home/rasieira/Escritorio/INPUT/S50_53.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_53.wav,resnext50_32x4d,False,True
/home/rasieira/Escritorio/INPUT/S50_54.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_54.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_54.wav,resnet101,True,True
/home/rasieira/Escritorio/INPUT/S50_54.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_54.wav,resnext50_32x4d,True,True
/home/rasieira/Escritorio/INPUT/S50_55.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_55.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_55.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_55.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_55.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_56.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_56.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_56.wav,resnet101,False,True
/home/rasieira/Escritorio/INPUT/S50_56.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_56.wav,resnext50_32x4d,False,True
/home/rasieira/Escritorio/INPUT/S50_57.wav,densenet121,False,False
/home/rasieira/Escritorio/INPUT/S50_57.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_57.wav,resnet101,True,False
/home/rasieira/Escritorio/INPUT/S50_57.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_57.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_58.wav,densenet121,False,True
/home/rasieira/Escritorio/INPUT/S50_58.wav,efficientnet_b0,True,False
/home/rasieira/Escritorio/INPUT/S50_58.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_58.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_58.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_59.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_59.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_59.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_59.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_59.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_60.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_60.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_60.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_60.wav,resnet50,True,False
/home/rasieira/Escritorio/INPUT/S50_60.wav,resnext50_32x4d,True,False
/home/rasieira/Escritorio/INPUT/S50_61.wav,densenet121,True,False
/home/rasieira/Escritorio/INPUT/S50_61.wav,efficientnet_b0,False,False
/home/rasieira/Escritorio/INPUT/S50_61.wav,resnet101,False,False
/home/rasieira/Escritorio/INPUT/S50_61.wav,resnet50,False,False
/home/rasieira/Escritorio/INPUT/S50_61.wav,resnext50_32x4d,True,False
